titulo,cidade_estado,autoria,ano,link_experiencia
PROJETO MOVIMENTE-SE: EDUCAÇÃO EM SAÚDE COM USUÁRIOS DE UMA UNIDADE BÁSICA DE SAÚDE DE SÃO LUÍS/MA,São Luís - MA,ILKA KASSANDRA PEREIRA BELFORT,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/78_projeto-movimente-se-educacao-em-saude-com-usuarios-de-uma-unidade-basica-de-saude-de-sao-luis-ma
"Implantação do Serviço de Terapias Integrativas no Hospital Municipal Djalma Marques, Socorrão I.",São Luís - MA,ANGELA MARIA CECIM DE SOUZA CASTRO LIMA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/81_implantacao-do-servico-de-terapias-integrativas-no-hospital-municipal-djalma-marques-socorrao-i
FORTALECIMENTO DAS AÇÕES DE EQUIDADE DIRECIONADAS AS PESSOAS COM ALBINISMO NO MUNICÍPIO DE SÃO LUÍS.,São Luís - MA,JúLIO CéSAR COSTA DOS SANTOS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/82_fortalecimento-das-acoes-de-equidade-direcionadas-as-pessoas-com-albinismo-no-municipio-de-sao-luis
Importância das Práticas Integrativas e Complementares em Saúde na Atenção Básica: Projeto Mexa-se.,São Luís - MA,ÉRICA CELESTINO CORDEIRO DIAS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/83_importancia-das-praticas-integrativas-e-complementares-em-saude-na-atencao-basica-projeto-mexa-se
Serviço Especializado de Reabilitação de Crianças  na Atenção Básica em São Luis Gonzaga do maranhão,São Luís Gonzaga do Maranhão - MA,GIOVANNA TEREZA RAPOSO NANI PEREIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/75_servico-especializado-de-reabilitacao-de-criancas-na-atencao-basica-em-sao-luis-gonzaga-do-maranhao
HANSENÍASE EM TEMPOS DE COVID-19: ALTERNATIVAS PARA UMA BUSCA ATIVA EM VITÓRIA DO MEARIM – MA,Vitória do Mearim - MA,JOSÉ LEONARDO BASTOS JÚNIOR,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/79_hanseniase-em-tempos-de-covid-19-alternativas-para-uma-busca-ativa-em-vitoria-do-mearim-ma
O PROGRAMA MUNICIPAL DE ACOMPANHAMENTO DE PACIENTES COM TRANSTORNO DO ESPECTRO AUTISTA EM ZÉ DOCA,Zé Doca - MA,SÔNIA RAQUEL OLIVEIRA PEREIRA MELO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/84_o-programa-municipal-de-acompanhamento-de-pacientes-com-transtorno-do-espectro-autista-em-ze-doca
A gestão da saúde ao alcance de TODOS. O município DE Alterosa definiu como meta levar informações,Alterosa - MG,MARA APARECIDA DE OLIVEIRA MONTEIRO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/122_a-gestao-da-saude-ao-alcance-de-todos-o-municipio-de-alterosa-definiu-como-meta-levar-informacoes
UNIDADE DE ACOLHIMENTO PROVISÓRIO PARA IDOSOS: A ESTRATÉGIA INTERSETORIAL QUE SALVOU MUITAS VIDAS,Belo Horizonte - MG,RENATA MASCARENHAS BERNARDES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/102_unidade-de-acolhimento-provisorio-para-idosos-a-estrategia-intersetorial-que-salvou-muitas-vidas
Acolhendo na pratica indiferente da distância,Belo Horizonte - MG,GEOVANI FERREIRA GUIMARAES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/113_acolhendo-na-pratica-indiferente-da-distancia
O BI DA DÍVIDA DO FES/MG DESENVOLVIDO PELO COSEMS/MG E O GRANDE ACORDO PARA O SEU PAGAMENTO,Belo Horizonte - MG,MARCIA MOREIRA DE MORAIS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/125_o-bi-da-divida-do-fes-mg-desenvolvido-pelo-cosems-mg-e-o-grande-acordo-para-o-seu-pagamento
IMPACTO DAS QUALIFICAÇÕES EM VENTILAÇÃO MECÂNICA NO MANEJO DO PACIENTE COM COVID-19 EM MINAS GERAIS.,Belo Horizonte - MG,ETHIARA VIEIRA DE MACEDO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/97_impacto-das-qualificacoes-em-ventilacao-mecanica-no-manejo-do-paciente-com-covid-19-em-minas-gerais
Criando ferramentas para alcançar os 4 eixos do financiamento do Previne Brasil.,Belo Oriente - MG,EVANICE MEIRE DE MENEZES CARVALHO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/94_criando-ferramentas-para-alcancar-os-4-eixos-do-financiamento-do-previne-brasil
"SOROPREVALÊNCIA PARA SARS-COV-2 EM RESIDENTES DE BETIM - MG, 2020",Betim - MG,ANA VALESCA FERNANDES GILSON SILVA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/86_soroprevalencia-para-sars-cov-2-em-residentes-de-betim-mg-2020
COMPRA CONSORCIADA DE MEDICAMENTOS NA QUALIFICAÇÃO DA ASSISTÊNCIA FARMACÊUTICA MUNICIPAL.,Carmo de Minas - MG,RODRIGO FARIA DA SILVA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/96_compra-consorciada-de-medicamentos-na-qualificacao-da-assistencia-farmaceutica-municipal
PROGRAMA MUNICIPAL SAÚDE DA MULHER CÔNEGO MARINHO.,Cônego Marinho - MG,KARLA EMANUELLA FERNANDES DA COSTA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/121_programa-municipal-saude-da-mulher-conego-marinho
PLANEJAMENTO E MONITORAMENTO DE RECURSOS FINANCEIROS COMO ESTRATÉGIA PARA OTIMIZAÇÃO DE GASTOS,Divinésia - MG,TALES DA SILVA MENDES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/91_planejamento-e-monitoramento-de-recursos-financeiros-como-estrategia-para-otimizacao-de-gastos
IMPLEMENTAÇÃO DE INSTRUMENTOS DE CONTROLE DEMIGRÁFICO E SEUS IMPACTOS NA VACINAÇÃO CONTRA COVID-19,Dom Joaquim - MG,DOUGLAS TADEU DE PINHO MOURãO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/106_implementacao-de-instrumentos-de-controle-demigrafico-e-seus-impactos-na-vacinacao-contra-covid-19
"Emergência COVID-19: Ação, Prevenção e Monitoramento",Dores de Campos - MG,DOUGLAS JOSE TEIXEIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/111_emergencia-covid-19-acao-prevencao-e-monitoramento
RECUPERAÇÃO DE PACIENTES PÓS-COVID ATRAVÉS DE ATENDIMENTO MULTIPROFISSIONAL E  PICS EM DORESÓPOLIS,Doresópolis - MG,IGOR FELLYPE CAMARGOS SILVA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/109_recuperacao-de-pacientes-pos-covid-atraves-de-atendimento-multiprofissional-e-pics-em-doresopolis
APLICAÇÃO DE RECURSO FINANCEIRO PROPRIO NA MONTAGEM HOSPITAL COVID,Extrema - MG,LUCIANO DE OLIVEIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/124_aplicacao-de-recurso-financeiro-proprio-na-montagem-hospital-covid
PROCESSO DE TRABALHO NA ATENÇÃO PRIMÁRIA PARA ADEQUAÇÃO DOS INDICADORES DO PREVINE BRASIL.,Gouveia - MG,WALDêNIA ALMEIDA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/88_processo-de-trabalho-na-atencao-primaria-para-adequacao-dos-indicadores-do-previne-brasil
ATUAÇÃO DA COMISSÃO DE FARMÁCIA E TERAPÊUTICA (CFT) NO ÂMBITO DO SUS DE ITABIRA-MG,Itabira - MG,NATÁLIA CRISTINA DE OLIVEIRA BELTRAME,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/101_atuacao-da-comissao-de-farmacia-e-terapeutica-cft-no-ambito-do-sus-de-itabira-mg
Ações estratégicas para a construção do Plano Municipal de Saúde,Juruaia - MG,MAURÍCIO DURVAL DE SÁ,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/104_acoes-estrategicas-para-a-construcao-do-plano-municipal-de-saude
O COMITÊ municipal de enfrentamento à COVID-19 e o papel da sociedade no controle da Pandemia,Lassance - MG,ATLOS CACIO DE SOUZA PEREIRA GOMES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/120_o-comite-municipal-de-enfrentamento-a-covid-19-e-o-papel-da-sociedade-no-controle-da-pandemia
termo de cooperação como estratégia de viabilizar as cirurgias ortopédicas na micro de Malacacheta.,Malacacheta - MG,GILDA LOPES CORDEIRO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/100_termo-de-cooperacao-como-estrategia-de-viabilizar-as-cirurgias-ortopedicas-na-micro-de-malacacheta
DESENTRAVES DAS RELAÇÕES INSTITUCIONAIS COM FOCO NA (DES)JUDICIALIZAÇÃO DO DIREITO Á SAUDE,Mantena - MG,EDNA DE JESUS GOMES RAMALHO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/119_desentraves-das-relacoes-institucionais-com-foco-na-des-judicializacao-do-direito-a-saude
SISTEMA E-SUS APS COMO PODEROSA FERRAMENTA DE GESTÃO DA ESTRATÉGIA SAÚDE DA FAMÍLIA,Medina - MG,WALTER AUGUSTO ALCANTARA VIEIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/87_sistema-e-sus-aps-como-poderosa-ferramenta-de-gestao-da-estrategia-saude-da-familia
Implantação de ferramenta de cadastro e autorização de procedimentos oncológicos em montes claros,Montes Claros - MG,JOICE FERNANDA COSTA QUADROS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/85_implantacao-de-ferramenta-de-cadastro-e-autorizacao-de-procedimentos-oncologicos-em-montes-claros
FLORESÇA: PROMOÇÃO DOS CUIDADOS MULTIDICIPLINAR NAS PRÁTICAS EM SAÚDE DA MULHER,Natércia - MG,GEOVANI CLEYSON DOS SANTOS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/114_floresca-promocao-dos-cuidados-multidiciplinar-nas-praticas-em-saude-da-mulher
Governança na Atenção a Saúde,Ouro Branco - MG,ANA PAULA DE MELO ANDRADE,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/116_governanca-na-atencao-a-saude
CUIDANDO MELHOR EM CASA / uso DE PLATAFORMAS DIGITAIS COMO FERRAMENTA para AUXILIAr OS cuidadores,Pará de Minas - MG,ELISIANE MARQUES FARIA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/115_cuidando-melhor-em-casa-uso-de-plataformas-digitais-como-ferramenta-para-auxiliar-os-cuidadores
A PRÁTICA DO LU JONG - YOGA TIBETANO NO SUS EM PARÁ DE MINAS-MG NO PERÍODO DA PANDEMIA DE COVID-19,Pará de Minas - MG,Mirlene Fernanda de Pádua Monte Alegre Mendes,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/123_a-pratica-do-lu-jong-yoga-tibetano-no-sus-em-para-de-minas-mg-no-periodo-da-pandemia-de-covid-19
O DESAFIO DA MANUTENÇÃO E FORTALECIMENTO DO CONTROLE SOCIAL NA PANDEMIA.,Passa Quatro - MG,GEANE APARECIDA DE ALMEIDA ANDRADE,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/108_o-desafio-da-manutencao-e-fortalecimento-do-controle-social-na-pandemia
ESTRATÉGIA DE ENCAMINHAMENTO DE URGÊNCIAS DE BAIXO RISCO ATRAVÉS DA INTEGRAÇÃO ENTRE APS E UPA.,Patrocínio - MG,FABIANA DE OLIVEIRA BUSTAMANTE,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/89_estrategia-de-encaminhamento-de-urgencias-de-baixo-risco-atraves-da-integracao-entre-aps-e-upa
"MAIS SAÚDE, MENOS MEDICAÇÃO, COM ENFASE NA SAÚDE DO TRABALHADOR",Pequeri - MG,VERÔNICA DA CUNHA BORDONAL,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/103_mais-saude-menos-medicacao-com-enfase-na-saude-do-trabalhador
DESBUROCRATIZAÇÃO E AMPLIAÇÃO DO ACESSO AO DISPOSITIVO INTRAUTERINO NO MUNICÍPIO DE PIRAPORA (MG),Pirapora - MG,SABRINA LEITE GITIRANA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/110_desburocratizacao-e-ampliacao-do-acesso-ao-dispositivo-intrauterino-no-municipio-de-pirapora-mg
IMPlantação da SALA DE SITUAÇÃO EM SAÚDE em Centro de Atencão especializada NO NORTE de minas gerais,Pirapora - MG,ELISANGELA RIBEIRO BARROS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/99_implantacao-da-sala-de-situacao-em-saude-em-centro-de-atencao-especializada-no-norte-de-minas-gerais
PROJETO ENSINANDO SE APRENDE,Piumhi - MG,ADAEL TAVARES SILVA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/118_projeto-ensinando-se-aprende
"impacto na incidência de dengue em pocrane/mg, após o uso de pOECILIA RETICULATA: UMA RETROSPECTIVA.",Pocrane - MG,ANA MARIA DE SOUZA NEVES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/92_impacto-na-incidencia-de-dengue-em-pocrane-mg-apos-o-uso-de-poecilia-reticulata-uma-retrospectiva
(DES) JUDICIALIZAÇÃO DA SAÚDE- UMA EXPERIÊNCIA DO MUNICÍPIO DE PONTE NOVA/MG,Ponte Nova - MG,GERSON MOREIRA BARBOSA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/117_des-judicializacao-da-saude-uma-experiencia-do-municipio-de-ponte-nova-mg
O ALCANCE DAS METAS DO PREVINE BRASIL PELA APS DO MUNICÍPIO DE PRES. JUSC. MG APESAR DOS DESAFIOS,Presidente Juscelino - MG,RENATA CASTRO SANTOS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/107_o-alcance-das-metas-do-previne-brasil-pela-aps-do-municipio-de-pres-jusc-mg-apesar-dos-desafios
PREVISÃO EPIDEMIOLÓGICA PARA A ORGANIZAÇÃO DA REDE MUNICIPAL DE ASSISTÊNCIA CONTRA A SARS-COV2,Santa Vitória - MG,SéRGIO MOREIRA DE OLIVEIRA JúNIOR,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/112_previsao-epidemiologica-para-a-organizacao-da-rede-municipal-de-assistencia-contra-a-sars-cov2
"EXPERIÊNCIAS DE IMPLANTAÇÃO E IMPLEMENTAÇÃO DE GERENTES DE UNIDADES, GERENTES DE TERRITÓRIO DA AB",Serra do Salitre - MG,ROBERTA DA SILVA NORONHA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/105_experiencias-de-implantacao-e-implementacao-de-gerentes-de-unidades-gerentes-de-territorio-da-ab
Supervisão Clínico institucional no Centro de Atenção Psicossocial e na Rede de Atenção Psicossocial,Serra do Salitre - MG,VâNIA CRISTINA ALVES CUNHA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/93_supervisao-clinico-institucional-no-centro-de-atencao-psicossocial-e-na-rede-de-atencao-psicossocial
JUDICIALIZAÇÃO EM SÃO DOMINGOS DAS DORES: ESTRATÉGIAS DE GESTÃO UTILIZADAS PARA FINDAR OS CASOS,São Domingos das Dores - MG,ELIZANGELA QUINTANILHA GONÇALVES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/98_judicializacao-em-sao-domingos-das-dores-estrategias-de-gestao-utilizadas-para-findar-os-casos
Como Manter-se Motivado em um Mundo Desmotivado. Um olhar do GTH sobre os processos de trabalho.,Taiobeiras - MG,IGOR MURILO DOS SANTOS PEREIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/90_como-manter-se-motivado-em-um-mundo-desmotivado-um-olhar-do-gth-sobre-os-processos-de-trabalho
APS EFETIVA - CONTROLE DOS ENCAMINHAMENTOS DA MAC PARA TFD,Tocantins - MG,LETÍCIA BONATO FERREIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/95_aps-efetiva-controle-dos-encaminhamentos-da-mac-para-tfd
COMUNIDADE RURAL EM TEMPOS DE PANDEMIA: UMA INTEGRAÇÃO DE AÇÕES,Amambai - MS,ALINE PAULA KLEIN COELHO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/130_comunidade-rural-em-tempos-de-pandemia-uma-integracao-de-acoes
IMPLANTAÇÃO DA REDE DE ATENÇÃO E PREVENÇÃO AO SUICÍDIO DE ANASTÁCIO/MS: UMA REALIDADE POSSÍVEL,Anastácio - MS,ÉVERTON VILLAZANTE CONSTANTINO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/129_implantacao-da-rede-de-atencao-e-prevencao-ao-suicidio-de-anastacio-ms-uma-realidade-possivel
A CONTRIBUIÇÃO DO PLANIFICASUS NO PROCESSO DE TRABALHO DA UNIDADE LABORATÓRIO DE AQUIDAUANA MS.,Aquidauana - MS,DANIELE FERREIRA DE SOUZA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/128_a-contribuicao-do-planificasus-no-processo-de-trabalho-da-unidade-laboratorio-de-aquidauana-ms
POVO DAS ÁGUAS: A BUSCA DA EQUIDADE EM SAÚDE NAS ÁGUAS DO PANTANAL SUL MATOGROSSENSE,Corumbá - MS,ADRIANA ROMÃO DE OLIVEIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/126_povo-das-aguas-a-busca-da-equidade-em-saude-nas-aguas-do-pantanal-sul-matogrossense
ESTIMULAÇÃO PARA CRIANÇAS COM DIFICULDADE DE LINGUAGEM PÓS-PANDEMIA,Santa Rita do Pardo - MS,Priscila Rosa de Araujo Braga,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/127_estimulacao-para-criancas-com-dificuldade-de-linguagem-pos-pandemia
MATRICIAMENTO EM HANSENÍASE NA ATENÇÃO BÁSICA,Alta Floresta - MT,LETíCIA DE FARIA VEIGA VIOTTO ROSA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/137_matriciamento-em-hanseniase-na-atencao-basica
ESTRATÉGIAS DE FORTALECIMENTO DOS APOIADORES REGIONAIS DO COSEMS/MT,Barra do Garças - MT,DERIANE GOUVEIA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/135_estrategias-de-fortalecimento-dos-apoiadores-regionais-do-cosems-mt
"IMPLEMENTAÇÃO DA GESTÃO ESTRATEGICA NO SISTEMA DE PLANEJAMENTO, CONTROLE E AVALIAÇÃO PARA A MELHORIA",Colíder - MT,ODILCE PILONETO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/139_implementacao-da-gestao-estrategica-no-sistema-de-planejamento-controle-e-avaliacao-para-a-melhoria
DESENVOLVIMENTO INSTITUCIONAL COSEMS/MT,Cuiabá - MT,ANA PAULA LOUZADA DOS ANJOS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/131_desenvolvimento-institucional-cosems-mt
Mobilização do COSEMS/MT através do Acolhimento Regional,Cuiabá - MT,ADRIANO BISPO ZEFERINO DE PAULA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/132_mobilizacao-do-cosems-mt-atraves-do-acolhimento-regional
PROJETO EU VEJO UMA MULHER FORTE – PROMOVENDO A AUTOESTIMA FEMININA EM UMA UNIDADE BÁSICA DE SAÚDE,Cáceres - MT,RAFAELA VILA RAMOS PEREIRA DE FARO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/136_projeto-eu-vejo-uma-mulher-forte-promovendo-a-autoestima-feminina-em-uma-unidade-basica-de-saude
Sobrevoando e Desbravando o Mundo Desconhecido do mosquito Aedes Aegypti no Município de Juína.,Juína - MT,GEAINE RODRIGUES GONÇALVES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/143_sobrevoando-e-desbravando-o-mundo-desconhecido-do-mosquito-aedes-aegypti-no-municipio-de-juina
A INSERÇÃO DE DISPOSITIVO INTRAUTERINO (DIU) NA ATENÇÃO  PRIMÁRIA À SAÚDE EM LUCAS DO RIO VERDE/MT,Lucas do Rio Verde - MT,FERNANDA HELDT VENTURA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/142_a-insercao-de-dispositivo-intrauterino-diu-na-atencao-primaria-a-saude-em-lucas-do-rio-verde-mt
Arteterapia e Mente Saudável para Mulheres Rurais do município de Novo Horizonte do Norte,Novo Horizonte do Norte - MT,KARINE ALENCAR PADUAM,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/134_arteterapia-e-mente-saudavel-para-mulheres-rurais-do-municipio-de-novo-horizonte-do-norte
MÃERAVILHOSAS,Porto dos Gaúchos - MT,JHENNEFFER NAYARA MATOS FERREIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/133_maeravilhosas
"Alta responsável dos pacientes da UTI neontal do HR Sorriso, um trabalho interinstitucional.",Sorriso - MT,MELISSA SIQUEIRA DO CARMO VILELA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/138_alta-responsavel-dos-pacientes-da-uti-neontal-do-hr-sorriso-um-trabalho-interinstitucional
REORGANIZAÇÃO DO PROCESSO DE TRABALHO DE UMA EQUIPE DA APS NA MELHORIA DO CUIDADO À COMUNIDADE RURAL,São José do Rio Claro - MT,TAIS CAROLINE SOARES KUHN,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/141_reorganizacao-do-processo-de-trabalho-de-uma-equipe-da-aps-na-melhoria-do-cuidado-a-comunidade-rural
Trabalhador em foco: Abordagem multidisciplinar aplicada ao Profissional do SUS da Sms água boa - mt,Água Boa - MT,FABIANE CAMPOS VALERIO ALVARENGA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/140_trabalhador-em-foco-abordagem-multidisciplinar-aplicada-ao-profissional-do-sus-da-sms-agua-boa-mt
PROJETO CONECTACS: pela organização dos serviços na onda digital.,Abaetetuba - PA,ROSE DANIELLE DE LIMA CARDOSO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/149_projeto-conectacs-pela-organizacao-dos-servicos-na-onda-digital
O PROJETO TELEMEDICINA COSEMS/PA COMO ESTRATÉGIA DE OFERTA DE CONSULTAS ESPECIALIZADAS,Belém - PA,ANGELA MARIA PESSOA DE OLIVEIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/144_o-projeto-telemedicina-cosems-pa-como-estrategia-de-oferta-de-consultas-especializadas
CONSULTÓRIO FARMACÊUTICO E PRÁTICAS INTEGRATIVAS COMPLENTARES NA ATENÇÃO PRIMÁRIA EM BELÉM-PA,Belém - PA,PRISCILA DE NAZARé QUARESMA PINHEIRO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/148_consultorio-farmaceutico-e-praticas-integrativas-complentares-na-atencao-primaria-em-belem-pa
Organização do Sistema de Regulação RAS visando a equidade do acesso a serviços em Canaã dos Carajás,Canaã dos Carajás - PA,LUCIANA ROMÃO SALES VIEIRA,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/146_organizacao-do-sistema-de-regulacao-ras-visando-a-equidade-do-acesso-a-servicos-em-canaa-dos-carajas
EPISIOTOMIA ZERO NAS PRÁTICAS OBSTÉTRICAS DE UM CPN PERI HOSPITALAR NO NORTE DO BRASIL,Castanhal - PA,Thais Lopes do Amaral Uchôa,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/152_episiotomia-zero-nas-praticas-obstetricas-de-um-cpn-peri-hospitalar-no-norte-do-brasil
USO DE PLANTAS MEDICINAIS E FITOTERÁPICOS EM CENTRO DE PARTO NORMAL DO MUNICÍPIO DE CASTANHAL-PA.,Castanhal - PA,ERICA SOUZA RODRIGUES,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/153_uso-de-plantas-medicinais-e-fitoterapicos-em-centro-de-parto-normal-do-municipio-de-castanhal-pa
BENEFÍCIOS DA FISIOTERAPIA AQUÁTICA E DA MUSICOTERAPIA NA MELHORA DA QUALIDADE DE VIDA DE IDOSOS,Magalhães Barata - PA,PABLO ROBERTO MOREIRA DOS REIS,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/147_beneficios-da-fisioterapia-aquatica-e-da-musicoterapia-na-melhora-da-qualidade-de-vida-de-idosos
O ACOLHIMENTO E A ESTIMULAÇÃO PRECOCE DA CRIANÇA COM SINAIS DO TRANSTORNO DO ESPECTRO AUTISTA NO SUS,Ourilândia do Norte - PA,LINO,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/150_o-acolhimento-e-a-estimulacao-precoce-da-crianca-com-sinais-do-transtorno-do-espectro-autista-no-sus
"INOVAÇÃO, ACESSO E INTEGRALIDADE: NOVA REDE DE CUIDADO COMO ESTRATÉGIA DE ENFRENTAMENTO À COVID-19",Rurópolis - PA,Eliciane Montanher Felisberto de Assunção,2022,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/154_inovacao-acesso-e-integralidade-nova-rede-de-cuidado-como-estrategia-de-enfrentamento-a-covid-19
